x,y,p
52.4,21.5,8
49.7,22.1,5.5
52.1,25.6,6
52,25.9,6
51.6,25.4,7.3
49.2,28.4,7.7
51.1,29.8,7.1
50.1,28.1,5.9
50.2,31,8
52,31.6,6.9
50.6,33.3,7.7
52.8,32.9,6.2
52.4,34.5,5.4
49.4,36.5,7.3
50.2,38,5.9
51.6,36.1,7.2
52.2,37.4,7.6
50.1,39,7.4
50.4,41.4,5.1
51.1,42.3,5.7
52.5,43.7,5.7
50.2,42.9,8
50.3,44.9,6.1
50.4,46.4,7.1
49.1,46.1,5.7
51.7,47.4,7.6
50.3,48.7,6.5
50.4,49,6.7
52.1,49.3,6.9
51.6,50.6,7.5
51.1,52.6,5.8
52.3,53.7,5.3
51.4,55.5,5.3
50.3,54.1,7.9
49.8,56.5,6.7
51.2,57.9,5.9
52.1,57.3,7.6
49,58,7.6
50.8,60.5,7.3
50.4,60.4,5.4
52.5,61.3,6.8
50.4,64.6,7.9
52.1,65.6,5.8
49.7,65.4,5.5
50.9,65.3,6.3
51.9,67,6.6
49.5,69.7,7.9
51.5,68.5,7.8
51.9,70.6,5
50.2,70.1,6.9
52.8,73.5,7.8
50,74,5.4
49.1,73.1,6
51.5,75.2,7.1
51.3,76.2,5.9
51.1,76.5,5.5
51.9,79.9,6.3
49.3,78,7.1
52.8,79,7.9
51.3,81.1,7.3
51.9,83.3,7.2
51.5,83.5,6
51,84,5.9
49.1,84.8,5.9
50.1,87.7,7.8
53,87.5,7.9
50.4,89,7.9
50.5,89,7.7
52.8,91.3,6.1
53,91.7,5.5
50.2,93.8,7.1
49.7,92.6,7.1
50.1,95.8,7
51.2,94.5,5.5
51.8,96.8,5.8
51.8,97.8,7.1
51.8,98,7.1
52.8,98.3,6.6
50,101,7.3
51.1,2.9,7.7
50.9,3.4,6.8
52.2,4.7,7.2
50.7,4.2,5.4
51.8,6,6.5
50.5,5.6,7.6
54,8,6.1
53.3,7.6,7.4
50.4,8.7,7.2
52.8,12,5.3
53.8,12,6.6
53.1,11.5,5.1
50.4,12.1,6
52.9,14.7,6.2
52,15.3,5.8
54,17.4,6.8
52.4,16.1,7.3
53.9,17.1,7.7
51.8,20.5,5
52.7,19.3,6.5
53,22,6.9
53.5,22.4,6.4
52.8,23.9,7.5
53.6,25.4,5.4
50.6,26.3,5.4
52.9,26.9,7
53.5,26.8,5.9
50.8,28.4,5.4
51.2,29,6.5
50.4,29.4,6.4
50.8,32.4,7.5
51.4,31.5,6.5
50.9,32.9,7.6
51.6,33,6.3
50.5,34.2,5.4
51.3,35.3,5.6
52.7,38,5.7
50.5,37.1,6.1
51.6,40.9,7.7
51.6,41.5,6.2
53.9,40.5,5.9
51.9,41.7,6.6
53,42.1,7.3
51.3,44.1,7.1
50.8,44.9,6.1
52.2,45.6,7.7
50.1,46.8,7.1
53.9,47.5,8
51.5,50.5,5.6
53.4,49.9,5.2
51.6,51.8,5.5
50.5,51.2,5
52.4,52.6,8
50.1,53.5,6.2
50.6,56.2,5.8
50.1,57.3,7.6
50.9,57.2,6.7
51.1,59.7,5.5
53.4,60.7,6.2
53.9,61.6,6.5
53.6,63,7.1
51,61.3,6.8
50.5,62.4,5.8
50.1,63.5,5.3
53.9,65,5.2
52,68,7.5
52.2,68.8,5.3
51.7,69.9,5.2
52.2,70.8,6.8
52.7,69.3,7.8
52.5,72.3,7.6
50.8,73.3,7.1
50.7,72.6,5.3
51.5,73.7,8
50.5,75.2,6.5
53.6,76.9,7.1
50.7,76.7,7
50.5,79.4,5.3
50.1,80.5,5.5
50.6,81.6,6.6
50.9,80.5,5.9
53.8,81.8,6.8
52,82.8,7.5
53.6,85,6
51,85.2,7.6
51.5,87.1,5.3
52.6,87.1,7.3
52.9,87.1,6.9
51.8,90.6,5
52.6,90.1,7
50.8,92.5,7.9
51.3,92.7,7.8
52.1,93.1,6.1
52.1,94.4,5.3
50.5,96,5.2
51.2,96.6,7.5
51.9,96.1,7
52.5,98.1,7.3
53,99.2,5.8
52,101,6.3
54.3,2.4,7.4
54.7,1.5,6.5
53.6,3.7,7.3
51.8,5.3,5.1
51.4,5.1,5.8
51.3,7,6.1
52.5,7.1,5.7
52.1,8.6,5.6
53.5,9.7,7.8
52.2,11.2,5.8
51.3,11.9,7
53,12.2,5.6
51.9,13.8,7.7
52.5,13.2,5.4
54.3,14.6,6.7
52.7,16.4,7.6
53.2,17.1,7.6
52.4,19.8,7
54,20.8,6.2
51,19.7,5.1
53.4,20.2,5.2
51.3,21.5,5.7
52.9,24.7,7
55,25.5,5.7
53.7,25.6,6.8
52.1,27.9,6.3
54.7,26.8,5.8
53.7,29.4,7.3
53.4,30.5,7.1
55,30.2,7.5
51.9,30.8,5.1
51.1,33.6,7.8
54.3,33.5,7.4
52.9,34,6.8
51.8,34.4,5.7
53.1,37.7,7.4
52,38.7,7.1
54.5,39.3,7.4
54.6,38,8
54.4,39.2,6.4
54.2,41.8,6.5
52.7,43.3,7.2
54.3,43.6,6.6
51.7,44.4,6.9
51.6,46.4,5.7
53.3,47.8,6.9
52.7,48.7,5.7
53.8,48.2,6.2
52.2,50.1,7.7
52.9,51.9,7.4
54.6,50.9,5.9
54.4,52,7.6
51.4,52.3,5.2
52.2,54.9,6
51.4,56.6,7.1
51.7,55.2,6.3
53.4,58.7,7.2
52.1,59.4,7
54,60.1,7
52.1,60.5,7.9
54.9,61.6,7
53.3,61.4,6.2
52.8,63.8,5.8
51.4,64,7.7
53.2,66.9,7
53.3,65.7,7.9
52.7,67.6,7.1
51.1,67.3,7.9
52.5,69.4,5.1
55,70,6.7
53.7,70.3,5.6
51.5,72,6.1
53.6,73.9,8
52,74.4,6.6
54.1,74.1,6.4
51.9,76.3,5.1
53.1,76.5,6
51.5,78.7,5.4
53.7,80.2,7.1
54.3,79.2,6.8
51.5,82.8,7.1
52,83.2,7.2
52.4,84.7,6.5
53.8,85.7,7.9
51.4,84.5,7.5
53.5,87.3,6.8
52.5,87.6,5.6
53.5,87.4,7.1
51.3,90,5.6
52.1,91.3,5.6
52.9,92.2,5.3
52.4,93.8,7.1
53.6,94.7,6.1
51.9,95.7,5.7
52.3,94.7,5.2
54.7,95.6,7.6
52.3,97.2,7.8
53.1,99.6,6.6
53.7,99.9,7.5
54.1,99.5,5.1
53.1,3,5.4
54.8,3,6.4
55.6,3,8
54.5,3.6,8
52.5,5.6,6.2
54.3,7.5,5
55,7.1,6.6
53.6,7.6,5.3
55.3,8.5,6.5
53.9,11.9,7.1
54.3,12.6,5
54.3,13.9,6
54.1,14,6.1
54.1,14.2,6.8
54,14.5,5.2
53.5,15.8,6.7
55.6,17.7,6.9
53.2,17.9,7
53.6,18.4,5.8
55.3,20.5,7.4
55.8,22.7,7.7
53.5,23.6,6.5
52.8,24.2,5.1
52.1,24.9,6.2
52.5,24.7,6
54.3,25.9,6.3
52.7,26.9,7.8
55.6,27.8,6.6
55.6,29.7,7
52.5,30.2,5
54,32.9,6.4
52.1,31.3,7.8
55.1,33.2,6.9
53.3,33.7,6
55.1,35.2,6.3
55.7,37.4,6.2
52.3,36.5,5.4
53.5,37.4,6.5
54.3,40.9,6.2
52.3,40.1,6.7
52.5,42.9,5.3
52.6,41.5,7.2
53.1,43.4,5.5
54.4,44.2,5.3
53.3,46.7,5.8
53.8,45.5,5.3
54.3,47.7,6.9
53.2,48.2,6.3
54,49.7,5.3
54.8,49.6,5.3
54.6,52.3,5.3
53.3,53.2,6.5
53.3,52.9,7.4
52.1,54.7,5.2
52.3,54.7,5.3
53.8,56.1,5.1
53,57.5,5.8
52.1,59.1,5.1
54.2,60.7,5.7
52.3,59.8,6.2
53.2,60.5,6.2
54.4,63.6,5.5
55.2,63.4,6.8
55.7,66,7.5
54.5,66.4,7.7
52.2,65.7,7.3
52.3,66.1,7.7
53.2,69.6,5.1
53.3,69.7,6.8
54.4,69.1,7.3
54.6,71.9,6.1
52.5,72.5,6.4
53.1,72.5,5.8
52.8,74.8,5.5
52.5,75.2,5.2
53,76.2,5.2
52.8,77.8,7
54.6,79.6,5.8
55.4,78.6,6.8
53.2,80.5,6.2
54.1,81.2,6
52.3,83.1,5.7
54.3,82.5,7.6
52.6,85.5,6.3
54,86.4,5.3
52.4,86.3,7.3
53.6,87.3,6.6
52.3,89.3,7.6
53.9,90.5,6.6
54.4,92,7
54.2,92.2,6.8
52.3,91.7,5.7
55.7,92.7,5.1
53.2,94.5,7.3
52.1,96.7,6.9
55.3,96.5,6.8
53.9,98,5.4
55.2,99.8,6.3
53.2,98.1,7.1
54.3,99.5,6.9
55,1.2,7
54.3,3.8,6.7
55.8,3.5,7.1
56.4,4,8
53.2,5.7,7.7
56.1,7.8,5
53.5,9,6.4
54.3,9.8,5.6
56.4,9.7,7.3
53.2,9,5.1
56.9,12.8,6.3
55.4,11.3,6.4
53.9,12,7.2
56.9,13.1,5.6
56.8,16.1,6.3
53.7,15.6,5.7
54.6,17.7,5.3
55.1,17.6,5.6
56.4,19.5,6.4
54.5,19.9,6.8
53.2,20.5,5.3
53.5,23.6,7.8
53.7,24.5,7.8
55.3,25.4,7.1
55.2,26.2,6
53.6,26.3,7.4
55.2,27,6.7
54.3,28.4,5.8
55.6,29.7,7.8
55.9,30.9,5.8
54.2,30.5,6.7
54.5,32.8,6.6
56.6,34.8,6.6
55.8,34.3,5.8
54,35.4,7.2
56.9,36.6,5.6
53.5,36.1,7.8
56.9,39.5,7.9
57,39.1,7.3
54.3,40.6,5.9
53.6,41.7,6.8
56.5,42.9,7.5
53.6,44,6.8
54.9,43.9,6.6
56.5,46.7,5.2
53.5,46.8,7.4
56.5,46.4,8
56.4,47.8,7.4
56.4,50.5,5.1
56.9,50.6,6.4
54.1,52.6,6.7
55.6,52.1,5.3
54.8,53.6,7.9
56.6,54.6,7.9
56.8,55.2,5.8
54,56.2,6
55.6,58.3,6.4
55.5,58.8,7.3
54.2,60.2,7.2
56.7,59.9,5.4
53.6,62.1,7.2
56.7,63.2,6
55.3,62.4,6.2
55.5,63.9,6.8
53.8,64.2,7.1
54.4,66.3,5.6
55.3,66.9,6.1
55.2,68.2,5.5
56.9,69.7,5.9
53.9,70,5.7
54.5,72.9,7.9
55.5,71.1,6.6
56.5,74.7,5.2
55.2,74.8,6.7
53.7,76.3,7.8
53.2,75.3,7.3
53.9,76.1,6.6
54,79.1,7
53.3,79.1,6.8
56.2,80.7,7.6
55.2,80.9,7.5
53.8,81.1,5.2
54.6,82.8,5.7
54.6,83.7,6.1
55.9,84.9,7.8
56.9,87.6,6.9
55.9,88.2,6.1
53.3,90,6
53.7,89.5,5.6
55.2,89.3,5.3
54.3,90.4,5.9
54.6,92.8,7.1
54.6,92.4,5.3
55.4,93.7,6.8
54.1,94.7,6
55.2,96.8,7.1
53.7,97.2,6
54.6,99.4,5.5
53.7,98.8,5.7
53.7,100.9,5.4
56.3,0.6,6.9
55.6,3.4,6.6
57.7,3,6.5
55,4.8,6.1
55.7,6.9,5.6
55.4,6.7,7.9
55.3,6.8,5.9
57.3,7.1,5.5
56,9.4,7.4
54.9,11.4,5.3
55.7,11.5,6.3
56.6,13,7.5
56.2,13,7.8
54.7,15.8,7.9
54.8,16.4,7.3
56.6,15.9,5.6
55,17,7.1
57.5,19.6,7.6
57.3,18.1,8
54.9,19.1,6.7
55.4,20.7,5.3
56.6,21.1,6.5
57.4,24.1,6.2
56.7,24.3,7
54.7,26.1,7.4
56,26.7,6.3
55.3,26.7,5.9
57.5,30,6.1
54.9,28.1,6.3
57.4,29,7.8
56.6,32,5.9
57.6,32.4,5.4
54.1,33.3,6.8
57.1,34.7,5.5
55.7,34.9,5.3
55.5,35.4,5.2
54.9,37.2,5.5
55.2,38.8,6.4
55.1,38.5,7.2
54.8,39.3,6.1
54.9,40.7,8
54.2,42.4,6.4
57.5,44.6,5
57.5,45.4,7.5
56.1,45.6,5
54.9,45.5,7.8
54.2,47.9,5.3
57.4,48,5.2
55.4,50.3,6.7
57.1,51,7.1
54.3,52,7.6
55.5,51.7,7.9
55.4,53.8,6.2
56.1,53.9,7.4
57.8,55.3,7.8
56.3,57.4,6.2
55.9,58.1,6.1
54.2,58.7,7.8
57.3,58.1,6.8
56.3,61.5,6.5
54.4,61.2,7.3
54,62.4,6.4
55.6,64.1,5.5
55.7,63.2,6
57.6,65,7.2
56.6,66.5,5.8
57.1,67.6,6.7
56.4,69.6,5.2
57.8,69.1,7.4
57.1,70.2,5.1
57.4,72.8,5.3
57.5,73.3,5.9
56.4,72.1,7.9
55.1,75.1,7.8
57,75.6,6.2
57.4,77.7,5.7
57.1,77.2,7
57.4,79.8,6
56.7,80.8,7.2
57.4,81.2,6.8
54.6,82.5,5.6
55.3,83.9,6.4
55.8,84.6,6.8
56.3,85.1,7.2
54.7,85.7,7.7
56.7,86.3,6
57.6,88.3,5
54.4,89.8,6.3
55.2,89.1,7.4
55.3,91.4,7.8
55.2,91.2,6.8
56.4,93.9,8
54.1,94.7,6.6
57.3,94,6.6
55.6,94.1,7.1
54.9,96.5,5.5
56.9,98.9,5.5
57.4,99.3,6.2
57.9,98.8,7.3
57.6,99.7,6.2
57.4,0.2,7.3
55.5,3.8,7.5
57.2,3.5,5.3
55.9,3.4,7.5
55.1,6.6,5.3
56.2,7.5,8
56.1,7.9,7.8
58.1,7.9,7.8
57.8,8.6,5.1
56.2,11.3,6.6
58.8,11.1,7.3
56.5,14,6.1
56.7,13.9,5.4
58.2,15.4,6.8
57.5,15,5
56.7,16.9,7.4
57.1,17.9,6.3
58.3,19.9,7.7
56.4,20,5.6
56.8,20.7,7.1
56.8,22.8,7.3
58.9,22,7.6
55.8,23,6.5
56.8,24.4,6
56.6,25.5,6.4
56.7,26.7,7.4
58.7,26.8,6.7
57.9,29,5.3
55,30.5,7.1
58.4,31.5,7.8
55.3,31.3,5.9
56.7,33.7,7.6
56.6,34.1,5.6
56.2,33.6,7.4
55.7,36.9,6.8
56.8,36.3,7.7
58.4,38.5,7.6
55.2,37.4,6.3
57.2,39.4,5.7
55.1,40.4,6.4
55.9,42.6,6
55.4,41.6,6.1
56,43.6,7.3
57,43.6,5.7
58.2,44.6,6.1
58.5,47.2,6.7
58.2,46.2,6.7
58.4,48.8,6
58.1,48.4,6
56.6,49.3,6.7
58.3,52.4,5.7
56.8,51.7,7.2
56.7,53.3,7.4
55.4,54.9,6.5
56.8,56.6,6
57.7,57.4,6.1
58.6,56.7,5.3
58,57.4,6.1
56.9,59.5,7.4
57,61.9,8
56.5,61.8,7.4
57.6,63,5.1
55.5,62.5,5.8
58,64.3,5.2
56.2,65.8,5.6
55.7,67.7,7.5
56.1,67.6,7
58.3,69.6,5.6
56.1,69.7,6.4
56.7,71.5,6.8
57.9,73,6.9
56.1,73.5,7.8
57.4,72.9,6.6
56.7,74.9,5
58.4,75.7,5.7
57.8,76.8,5
58.1,76.9,7.2
58.6,79.2,7
58.5,80.4,5.7
56.3,79.6,7
58.4,80.8,7.6
55.6,83.2,7
55.3,82.7,7.2
55.6,84.2,6
55.7,85,5
57.9,87.5,5.8
58.4,86.8,7.5
58.7,88.5,7.6
58.2,90.2,5.6
55.2,90.3,7.7
57,90.5,6.5
57.4,91,6.1
56.5,93.3,5.3
57.4,95.7,6.4
58.8,95.1,5.9
55.5,97.2,6.2
57.3,98.1,6.2
56.3,98.1,5.5
56.1,98.8,7.2
57.7,99.4,5.9
59.1,0.5,6.5
57.4,2.9,7.2
58.6,3.1,8
56,5.1,6.5
56.6,5.5,7.3
59.8,5.4,7
59,6.5,5.2
59.8,7.5,7.4
56.2,8.5,5.2
58.4,9,7.5
58.4,11.2,5.7
58.6,12,7.6
57.6,14.1,5.3
56.2,15.2,7.6
56.1,16.9,5.6
58,17.1,6.4
59.3,18.5,7.3
58.5,17.9,6.6
56.4,20.2,7.6
57.3,19.5,5.9
56.3,21.1,6.5
58.9,21.6,5.1
57.2,24.4,6.7
58.9,25.2,5.4
57.5,24.6,6.6
58.9,26.5,6.9
59.9,26.1,5.2
57.3,27.4,7.9
59.7,28.3,7.1
56.2,31,6.1
59.8,32.9,5.8
57.4,33.4,6.8
57.3,33.2,7.1
58.1,33,5.6
59,37,7.3
59.4,36.5,7.5
58.2,36.5,7.6
56.6,37.4,5.5
59,40.6,6.9
57.6,40.6,6.2
59.8,42.4,6.7
57.3,43.2,7.8
56.6,42.6,6.6
59.7,46,7.7
59.2,45.6,5.2
57.4,45,5.8
57.9,46.4,7.7
56.5,47.1,7.3
58.4,50.4,5.1
58,50.5,6.9
57,51.2,5.8
56.6,53.2,6
58.2,54.2,6.7
60,53.8,6.5
59.5,54.6,6.5
58.4,57.6,5.7
56.4,58.9,5.3
59.8,58,5.1
56.3,59.1,5.7
56.9,60.6,5.6
58.7,61.2,5.5
59.9,62.8,5.8
57.1,64.8,5.4
56.5,64.3,7
57.2,65.9,6.4
58.1,67.2,7.3
57,66.3,6.6
56.9,69.5,5.5
59.2,68.9,7.2
58.5,69.7,7.7
58.7,72.7,7.6
59.5,72.8,6.7
59.3,73.9,7
59.8,75.6,6.9
59.2,75.2,5.4
57.5,76.7,6.8
57,78.4,6.1
58.9,77.6,7.4
56.5,78.5,6.7
58,80.7,7.3
57.6,81.8,6.9
57.6,81.4,6.7
58.7,84.8,7.1
59.3,84.3,7.3
59.4,85.4,7.3
59.1,87.5,6.1
59.1,87.2,5.3
57.5,89.5,7.1
56.7,88.5,6.6
56.2,89.2,6.2
56.8,92.1,5.4
56.5,93.9,6.3
58.1,93.8,7.2
56.7,93.2,6.7
58.7,96.9,7.6
56.1,95.6,5.2
57.4,96.3,7.9
59.9,98,5.5
59.2,99.3,7.9
59.8,99.8,5.5
60.4,2.9,7
61,1.3,7.8
57.1,3,5.2
57.7,4.8,5.9
60.1,5,5.5
60.4,7,6.6
59.9,8.5,7.1
58.2,8.9,5.2
57.2,10.8,7.5
60.5,10.9,6.3
59.6,11.5,6.3
60.7,13.7,5.6
59.9,13.4,5.1
60.6,15.1,6.9
57.2,15.9,7
58.9,17.5,7.6
58.4,18.1,7.4
59.3,19.8,5.7
57.4,18.3,6.3
60.7,21.2,7.2
58.6,21.7,5.1
58.6,21.5,6.3
57.4,23.1,6.6
60,23.9,6.5
57.8,24.3,6
58.9,25.7,7.1
59.7,26,7.8
58.7,28.1,7.8
59.3,29.7,6.1
60.7,31.1,5.8
58.5,30.8,7.4
57.3,32.4,6.8
61,32.7,7.6
57.1,35.8,6.1
60.4,35.6,6
58.1,37.9,5
58.3,36.9,5.1
60.9,37.8,7.3
57.8,39.1,7
60.3,39.9,7.2
60.1,42.9,5
60.8,43.3,7.4
57.5,42.3,5.6
57.4,45.8,7.5
58.2,46.3,5.4
57.5,45.3,7.4
58.2,47.8,6.9
59.2,48.5,6.4
57,49.8,5
58.8,49.4,6.3
58.3,52.8,7.4
58.4,53.7,5.6
57.4,53.6,6.1
58.3,53.4,6.4
57,54.4,6
57.2,56,5.2
60.7,56.7,7.2
59,58,5.1
60.5,58.6,7.7
60.1,60.6,5.7
60.7,62,5.2
57.7,62.7,7.1
58.7,62.9,7.3
59.6,63.8,7
60.3,65.4,6.7
57.1,66.3,5
60.1,66.4,5.1
57.4,68.3,7.3
57.8,68.2,5.1
60.6,69.5,7.8
60.5,72.1,6
60,71.2,5.6
59.5,72.5,6
59,74.9,6.8
58.2,76.3,6.9
58.7,77.5,6.3
60.4,78.4,6.9
60.1,79.6,7.4
59.7,80.5,5.2
60.6,81.4,5.7
58,82.2,5.4
57.1,82,5.1
58,82.2,6.5
58.6,84.9,7.9
57.5,84.2,5.2
58.5,87.4,6.2
57.7,88,6.3
59.4,87.1,7.1
59.8,89.7,7.7
60.5,91.4,5.8
58.9,91.7,6.6
60.7,92,7.9
60.6,93.6,5.4
60.8,94,5.6
59.5,94,5.6
60,95.9,5.2
61,96.7,6.1
59.6,98.3,5
58.9,98.9,5.1
57.9,99.8,5.6
59.8,1.6,6.9
61,3,6.7
59.2,4.9,5.5
59.1,3.5,6.6
60.8,5.4,6
59.7,6,5.9
58.8,6.7,7.3
61.2,10,5.7
61.2,9.7,6.1
61.3,10.3,5.1
61.9,11.2,5
59.2,12.8,7.1
60,13.1,5.7
60.7,13.2,5.2
58.3,16.5,5.5
62,16.4,7.5
61.1,17.4,6.4
59.2,17.1,7.1
59.8,20.3,5.8
61.7,19.4,5.7
59.2,21.1,7.8
58.9,22.4,6.6
58.2,22,7.7
61.3,23.4,7.5
59.7,24.2,6
60.2,26.8,5.5
60.2,26.5,7.2
60,27.3,5
59.8,28.5,6.2
61.4,30.8,8
59.2,30.7,6.9
59.3,32.1,6.9
59.2,32.5,5.8
59.2,33.4,7.9
60.4,36.4,6.8
61.6,36.6,5.7
59.6,38.7,6.4
58.8,37.3,7.9
61.7,40.5,7.4
59.1,41.8,6
61.8,42.9,5.8
59.2,43.6,6.4
61.1,42.8,5.9
59,44.9,7.1
58.3,45.6,7.7
60,47,6.5
58.7,47.4,6.4
60.9,48.2,6.1
60.8,49.5,6.5
61,49.7,6.9
61.1,51.4,6.8
59.2,53.9,6.8
58.8,52.8,6.9
58.7,55.6,6.6
61.1,57,5.1
60.5,55.9,7
58.3,57.2,7.4
58.6,57.4,5.6
58.7,59.2,6.7
58.8,59.5,7.3
60.5,60.5,6.6
59.9,61.3,5.9
58.9,63.5,5.9
59.9,65,5
60.3,66.1,7.9
61.8,65.9,6
59.9,68.8,7.5
61.4,67.5,7.7
61.4,69.1,7.7
58.8,69.8,7.8
59.5,70.8,7.3
59.2,73.7,5.4
59.2,74.9,5.2
61.7,75.2,7.6
61.2,75.3,5.9
61.8,77.7,5.8
59.7,77.4,6.1
61.4,77.7,6.2
59.5,78.5,6.9
59.7,81.6,8
60.1,80.4,7.5
60.7,82.6,6.8
60.9,83.9,5.5
59.7,84.8,7
58.3,84.8,6.8
58.6,86.9,5.2
58.3,88.1,5.6
58.2,87.3,5.1
58.9,88.8,5.3
61.3,90.4,7.3
58.7,90.3,7.6
60.6,92.1,5.4
58.1,93.5,6.3
61,94.2,6.1
61.9,94.5,6.2
58.1,96.4,7.3
60.8,96.6,6.8
61.5,98.1,6.5
59.1,98.8,7.8
58.5,101.9,6.4
61.2,2.7,5.5
60.6,2.5,5.2
60.5,3.8,7.2
61.2,5.7,5.4
61.2,5,7.7
60.4,6.5,5.8
60.1,7.9,6.3
62.9,7.3,5.7
62.7,8.5,6.1
60.1,9.4,7.5
61.7,12.7,5.7
62.3,13.4,6
60.3,12.3,5.1
61.8,14.6,7.2
62.4,16.8,6.3
62.6,15.4,5.5
61,16.3,7.7
60.8,17.3,5.2
61.3,19.7,6
61,20.5,7.7
62.8,21.1,7.1
61.3,23.6,6.7
59.1,23.5,7.9
60.6,23.5,6
61.7,25.4,7.3
60.6,27.3,6.9
61.6,28.4,6.3
61.2,29.8,7.2
60.7,29.4,5.5
62.7,29.8,7.6
60.6,32.8,5.8
62.6,32.1,5.4
61.4,33.9,6.6
62.7,33.5,6.2
61.9,35.9,7.4
60.9,35.8,5.3
62.6,36.8,7.1
62.2,39.9,7.9
61.3,38.6,7.8
59.2,41.2,7.8
59.3,42.5,6.5
59.8,42.2,7.8
61.4,44.7,7.2
59.4,43.4,7.2
59.6,46,8
62.9,47.8,6.3
59.2,46.1,5.5
59.5,48.7,5.3
62.7,50.2,6.3
62.3,51.4,7.6
61.2,51.3,5.2
59.6,52.3,5.6
61.6,53.8,6
61.2,53.6,6.6
59.4,56.3,5.5
60,56.5,6
59.6,57.6,5.1
59,57.5,5.6
60.2,59.3,6.1
60.5,61.4,7.7
59.1,61.9,7.5
61.9,62.5,8
61.9,62.8,5.1
60,63.5,7.1
61.5,64.6,5.9
60.2,65.9,6.8
61,67.7,7.1
61.4,68.4,6.3
61.4,69.3,5.1
59,70,6.3
61.3,72.9,7.9
59.6,71.4,7.9
62.9,72.7,6.7
59.6,75.5,7.3
62.7,75.6,6.6
61.6,76.2,7.8
59.6,77.2,6
62.9,78.7,6.3
59,78.5,5.3
60.2,80,6.6
62.8,80.9,7.1
60.7,82.6,7.1
62,82.6,5.3
62.6,83.2,8
60,85.4,6.3
60.8,87.8,5.5
60.6,87.8,5
62.3,87.4,5.3
60.7,89.8,7.4
61.5,90.8,5.3
59.1,91.2,6.2
62.8,92.9,5.3
60,93.4,5.1
61.9,93.7,5.9
61.3,94,5.5
62.3,95.4,7.8
59.8,97.9,7.6
60.5,99.8,5.3
61.5,99.6,5.2
60,100.6,8
62.9,0.4,5.7
61.9,1.4,7.4
62.2,4.4,6.1
60.4,4.7,7.6
62,6.6,6.1
61.6,7.5,6.4
60.3,6.5,6.4
62.6,7.5,7.9
63.7,8.7,5.6
63.5,10.4,6.8
61.7,10.2,7
63.3,13.7,6.8
60.3,12.5,6
61.2,15.4,7.7
61.9,16.9,8
61.2,16.2,7.5
61.9,16.7,6.5
63.5,17.3,6.6
60.8,19.9,6.8
60.2,21.8,5.5
60.3,21.4,6.2
62.8,21.3,6.9
60.8,24.9,5.1
60.2,23,7.2
63.2,25.8,5.8
61.2,25.5,6.7
61.8,27.4,5.9
61.4,29.8,5.5
62.6,30.7,6.8
63.1,30.6,6
60.8,32.9,6.5
61.1,33.8,5.4
62.8,34.7,7.4
61.6,35.7,6.7
63.2,34.9,7.6
61.9,35.1,7.4
62.3,36.6,6.3
61.3,39.8,7.7
64,39.2,5.2
60.1,39.5,5.4
60.7,41.4,7.7
60.1,41.4,5.8
61,44.6,6.5
62.6,45.7,5.5
61.7,45.5,7.9
60.9,45.7,5.1
61.3,47.7,6.6
61.3,47.1,5.4
62,48.5,6.7
60.3,50.3,7.6
62.3,51.6,6.5
60.6,52.4,7.6
62.4,52.6,5.3
62,56,5
60.3,56.4,6.3
62.9,57.9,5.9
61.4,57.2,5.1
62.7,57.8,5.9
61.4,60.5,5.5
60.8,60.8,7.2
62.8,62.4,7.3
61.5,61.8,6.2
61.8,64.4,5.2
60.2,66,5.1
63.9,66.7,7.6
62.1,67.5,6.5
62.1,67.4,6.1
62.9,67,6.3
60.7,70.1,5.6
61.3,69.6,7.2
61.6,70,5.1
63.8,72.1,6.3
63.6,74.5,7.9
62.5,75.9,6.3
63.9,74.1,5.6
60.7,75.4,7
60.2,78.6,5.3
60.2,78,7.1
60.4,80.7,5.6
60.3,79.4,7.4
62.5,82.5,7
62.1,82.2,6.1
62.6,84,5.3
61,84.3,5.3
60.1,84,7.2
62.2,87.6,5.1
62.3,87.9,5.1
63.6,87.4,5.1
61.9,88.1,6.2
60.5,90.6,5.6
60.5,91.7,5.5
63.9,93.2,5.1
61.7,94.2,7.6
60.4,95.9,6
62,97,7.5
61.7,96.2,6.9
62.5,96,6
63.4,99.9,7.4
62.8,98.3,5.6
63.5,99.6,6.3
63,2.8,5.6
61.9,1.5,5.5
64.3,3.4,7.1
64.7,5.4,7.7
64.6,6.2,5.4
64.1,8,5.9
63.8,8.2,7.4
61.1,7.9,6.1
62.9,8.7,5.2
62.5,9.2,6.1
61.5,11.1,6.7
62.7,12.9,6.7
62.7,12.6,5.9
64.8,14.1,5.2
64.3,15.5,8
62.6,17.7,5.1
62.9,16.1,7
63.6,19.5,5.7
62.3,19.1,6.3
61.5,20.5,6.1
63.9,20,7.4
64.7,23.1,6.1
65,23.8,5.2
64.7,23.1,5.4
64.7,25.7,5.9
64,25.8,7.9
62.5,27.4,6.9
61.7,29,6
64.8,30.4,7.9
62.2,30.1,7.7
61.4,31.1,6.8
62.2,31,6.1
64.3,32.6,7
62.2,35,7.6
64.5,34.6,6.9
62.7,35.8,5.9
62.7,38.2,7.3
64,38.7,7.9
62.4,39,6.2
62.8,40.5,5.1
62.5,41.1,7.6
64.7,43,5
61.5,42.4,6.5
63,44.9,7.5
64.8,46.4,7.8
61.6,47.7,7.2
63.5,48.9,5.4
63.5,49.1,6.9
